"id","name_old_verbatim","name_old_clean","name_new","geo_long","geo_lat"
"661","D' Orléans Saint Honoré","Rue D' Orléans-saint-honoré","Rue Du Louvre","2.34245","48.8641"
"662","Saint Martin","Rue Saint-martin","Rue Saint-martin","2.35222","48.8626"
"663","Saint Maur","Rue Saint-maur","Rue Saint-maur","2.3766","48.8665"
"664","Saint Maur Du Temple","Rue Saint-maur-du-temple",NULL,"0","0"
"665","Saint Maur Popincourt","Rue Saint-maur-popincourt","Rue Saint-maur","2.3766","48.8665"
"666","Saint Maur Saint Germain","Rue Saint-maur-saint-germain","Rue De L' Abbé Grégoire","2.32482","48.8483"
"667","Saint Nicolas","Rue Saint-nicolas","Rue Saint-nicolas","2.37485","48.8516"
"668","Saint Nicolas Saint Antoine","Rue Saint-nicolas-saint-antoine","Rue Saint-nicolas","2.37485","48.8516"
"669","Saint Paul","Rue Saint-paul","Rue Saint-paul","2.36215","48.854"
"670","Babille","Rue Babille","Rue De Viarmes","2.34228","48.8628"
"671","Cour Des Fontaines","Cour Des Fontaines","Place De Valois","2.33812","48.8632"
"672","Saint Pierre Montmartre","Rue Saint-pierre-montmartre","Rue Paul-lelong","2.34209","48.8676"
"673","Saint Pierre Popincourt","Rue Saint-pierre Popincourt","Rue Amelot","2.36795","48.8603"
"674","De L' Ecole","Quai De L' Ecole","Quai Du Louvre","2.34028","48.8589"
"676","Saint Sabin","Rue Saint-sabin","Rue Saint-sabin","2.36937","48.8579"
"677","Saint Sauveur","Rue Saint-sauveur","Rue Saint-sauveur","2.3489","48.866"
"678","Saint Sébastien","Rue Saint-sébastien","Rue Saint-sébastien","2.36981","48.8613"
"679","Des Fossés Saint Germain L' Auxerrois","Rue Des Fossés-saint-germain-l' Auxerrois","Rue Perrault","2.34159","48.8603"
"680","Saint Sulpice","Rue Saint-sulpice","Rue Saint-sulpice","2.33623","48.8514"
"681","Saint Victor","Rue Saint-victor","Rue Saint-victor","2.3504","48.8486"
"682","Notre Dame De Bonne Nouvelle","Rue Notre-dame-de-bonne-nouvelle","Rue Notre-dame-de-bonne-nouvelle","2.34969","48.8695"
"683","Claude Vellefaux","Rue Claude-vellefaux","Avenue Claude-vellefaux","2.37028","48.8758"
"684","Sainte Apolline","Rue Sainte-apolline","Rue Sainte-apolline","2.35386","48.869"
"685","Sainte Croix De La Bretonnerie","Rue Sainte-coix-de-la-bretonnerie","Rue Sainte-croix-de-la-bretonnerie","2.35572","48.8584"
"686","Sainte Elisabeth","Rue Sainte-elisabeth","Rue Sainte-élisabeth","2.35954","48.8659"
"687","Sainte Marguerite Saint Germain","Rue Sainte-marguerite-saint-germain","Boulevard Saint-germain","2.33631","48.853"
"688","Salle Au Comte","Rue Salle-au-comte",NULL,"0","0"
"689","Serpente","Rue Serpente","Rue Serpente","2.34247","48.8521"
"690","Saint Spire","Rue Saint-spire","Rue Saint-spire","2.3503","48.8684"
"691","Saint Martin","Boulevard Saint- Martin","Boulevard Saint-martin","2.35813","48.8686"
"692","Servandoni","Rue Servandoni","Rue Servandoni","2.33473","48.85"
"693","Simon Le Franc","Rue Simon-le-franc","Rue Simon-le-franc","2.3537","48.8601"
"694","Soufflot","Rue Soufflot","Rue Soufflot","2.34278","48.8469"
"695","Suger","Rue Suger","Rue Suger","2.3418","48.853"
"696","Thérèse","Rue Thérèse","Rue Thérèse","2.33581","48.8661"
"697","Thévenot","Rue Thévenot","Rue Réaumur","2.34805","48.8672"
"698","Des Marais","Rue Des Marais","Rue Albert-thomas","2.36254","48.87"
"699","Tiquetonne","Rue Tiquetonne","Rue Tiquetonne","2.34966","48.8644"
"700","Tirechappe","Rue Tirechappe","Rue Du Pont-neuf","2.34381","48.8597"
"701","Tiron","Rue Tiron","Rue Tiron","2.35784","48.8557"
"702","Traversière","Rue Traversière","Rue Traversière","2.37316","48.8475"
"703","Traversine","Rue Traversine","Rue D' Arras","2.3516","48.8474"
"704","Trudon","Rue Trudon","Rue Boudreau","2.32887","48.8723"
"705","Vanneau","Rue Vanneau","Rue Vaneau","2.31944","48.8508"
"706","Vaucanson","Rue Vaucanson","Rue Vaucanson","2.35626","48.8664"
"707","Vavin","Rue Vavin","Rue Vavin","2.32976","48.8434"
"708","Vendôme","Rue Vendôme","Rue Béranger","2.36375","48.8658"
"709","Vide Gousset","Rue Vide-gousset","Place Des Victoires","2.34111","48.8658"
"710","Vieille Du Temple","Rue Vieille-du-temple","Rue Vieille-du-temple","2.36038","48.8597"
"711","Villedo","Rue Villedo","Rue Villedo","2.3364","48.8662"
"712","Du Caire","Passage Du Caire","Passage Du Caire","2.34972","48.8683"
"713","Volta","Rue Volta","Rue Volta","2.35795","48.8665"
"714","Sainte Barbe","Rue Sainte-barbe","Rue Thorel","2.349","48.8697"
"715","Voltaire","Rue Voltaire","Rue Casimir-delavigne","2.33925","48.8504"
"716","Zacharie","Rue Zacharie","Rue Xavier-privas","2.34551","48.8528"
"719","A L' Asyle Lamprechts","A L' Asyle Lamprechts",NULL,"0","0"
"720","Ancienne Halle À La Viande","Ancienne Halle À La Viande",NULL,"0","0"
"721","Anthony","Anthony",NULL,"0","0"
"722","Au Louvre","Au Louvre",NULL,"0","0"
"723","Aux Stations Des Chemins De Fer","Aux Stations Des Chemins-de-fer",NULL,"0","0"
"724","Dauphine","Avenue Dauphine","Avenue Bugeaud","2.28041","48.8708"
"725","De L' Observatoire","Avenue De L' Observatoire","Avenue De L' Observatoire","2.33674","48.8403"
"726","De La Santé","Avenue De La Santé","Rue Ferrus","2.34067","48.831"
"727","De Saint Cloud","Avenue De Saint-cloud","Avenue Victor-hugo","2.28381","48.869"
"728","Gabrielle","Avenue Gabrielle","Avenue Gabriel","2.31686","48.8682"
"729","Lord Byron","Avenue Lord-byron","Rue Lord-byron","2.29988","48.8733"
"730","Matignon","Avenue Matignon","Avenue Matignon","2.31281","48.8705"
"732","Parmentier","Avenue Parmentier","Avenue Parmentier","2.3749","48.8647"
"733","Richerand","Avenue Richerand","Avenue Richerand","2.36611","48.8722"
"734","Du Montparnasse","Boulevard Du Montparnasse","Boulevard Du Montparnasse","2.32722","48.8428"
"735","Beaumarchais","Boulevard Beaumarchais","Boulevard Beaumarchais","2.36814","48.8571"
"736","Bonne Nouvelle","Boulevard Bonne-nouvelle","Boulevard De Bonne-nouvelle","2.35032","48.8702"
"737","Du Temple","Boulevard Du Temple","Boulevard Du Temple","2.36651","48.8633"
"738","Bourdon","Boulevard Bourdon","Boulevard Bourdon","2.36745","48.8513"
"739","De L' Hôpital","Boulevard De L' Hôpital","Boulevard De L' Hôpital","2.36028","48.8381"
"740","Des Trois Couronnes Du Temple","Rue Des Trois-couronnes-du-temple","Rue Des Trois-couronnes","2.37676","48.8677"
"741","De La Villette","Boulevard De La Villette","Boulevard De La Villette","2.37043","48.8785"
"742","De Malesherbes","Boulevard De Malesherbes","Boulevard Malesherbes","2.31387","48.8798"
"743","Des Amandiers","Boulevard Des Amandiers","Boulevard De Ménilmontant","2.38669","48.8634"
"744","Des Filles Du Calvaire","Boulevard Des Filles-du-calvaire","Boulevard Des Filles-du-calvaire","2.36696","48.8621"
"745","Des Invalides","Boulevard Des Invalides","Boulevard Des Invalides","2.3146","48.8524"
"747","De Beauce","Rue De Beauce","Rue De Beauce","2.36106","48.8628"
"749","Saint Denis","Boulevard Saint-denis","Boulevard Saint-denis","2.35339","48.8695"
"750","Sainte Croix De La Bretonnerie","Passage Sainte-croix-de-la-bretonnerie","Square Sainte-croix-de-la-bretonnerie","2.35437","48.8583"
"752","Chemin De Reuilly","Chemin De Reuilly","Rue Claude-decaen","2.399","48.8363"
"753","Chemin De Ronde De La Barrière De L' Etoile","Chemin De Ronde De La Barrière De L' Etoile",NULL,"0","0"
"754","Chemin Des Carrières","Chemin Des Carrières","Rue Sadi-lecointe","2.37338","48.8806"
"755","Cité De Trévise","Cité De Trévise","Cité De Trévise","2.34699","48.8751"
"756","Cité Pigale","Cité Pigale","Cité Pigalle","2.33388","48.8802"
"757","Cité Turgot","Cité Turgot","Rue Condorcet","2.34432","48.8801"
"758","Cloître Saint Jacques De L' Hôpital","Cloître Saint-jacques-de-l' Hôpital","Rue Pierre-lescot","2.34889","48.8633"
"760","Constantin","Constantin",NULL,"0","0"
"761","Cour Batave","Cour Batave","Rue Saint-denis","2.35","48.8642"
"763","Cour De La Bonne Graine","Cour De La Bonne-graine","Rue Du Faubourg-saint-antoine","2.38155","48.8504"
"764","Cour Des Fontaines","Cour Des Fontaines","Rue Molière","2.33639","48.8653"
"765","Pecquay","Passage Pecquay","Rue Pecquay","2.35592","48.8599"
"766","Cour Du Dragon","Cour Du Dragon","Rue De Rennes","2.32921","48.8495"
"767","Cours La Reine","Cours-la-reine",NULL,"0","0"
"770","De Montpensier","Galerie De Montpensier","Galerie De Valois","2.33797","48.8641"
"771","De La Madeleine","Galerie De La Madeleine","Galerie De La Madeleine","2.32269","48.8697"
"772","Du Havre","Galerie Du Havre","Rue Saint-lazare","2.33043","48.8761"
"773","Saint Marc","Galerie Saint-marc","Galerie Saint-marc","2.34197","48.8706"
"774","Vivienne","Galerie Vivienne","Galerie Vivienne","2.33972","48.8667"
"775","Grand Cerf","Grand-cerf",NULL,"0","0"
"776","Grande De Reuilly","Grande Rue De Reuilly","Rue De Reuilly","2.38961","48.8448"
"777","Grande Du Faubourg Saint Antoine","Grande Rue Du Faubourg-saint-antoine","Rue Du Faubourg-saint-antoine","2.38155","48.8504"
"778","Grande","Granderue","Rue De La Chapelle","2.35945","48.894"
"779","Grande","Granderue","Avenue De Clichy","2.32109","48.8901"
"780","Hôtel De Ville","Hôtel De Ville","Place De L' Hôtel-de-ville - Esplanade De La Libération","2.35139","48.8567"
"781","Hôtel Sainte Anne","Hôtel Sainte-anne","Rue Sainte-anne","2.33599","48.8672"
"782","Brezel","Impasse Brezel","Avenue De Clichy","2.32109","48.8901"
"783","De L' Allée D' Antin","Impasse De L' Allée D' Antin","Impasse D' Antin","2.30907","48.8672"
"784","De La Pompe","Impasse De La Pompe","Rue Bouchardon","2.35751","48.8702"
"785","Des Vosges","Place Des Vosges","Place Des Vosges","2.36556","48.8556"
"786","Des Hospitalières","Impasse Des Hospitalières","Rue Roger-verlomme","2.36672","48.8567"
"787","Des Payonneaux","Impasse Des Payonneaux",NULL,"0","0"
"788","Du Maine","Impasse Du Maine","Rue Antoine-bourdelle","2.31821","48.8429"
"789","Saint Nicolas","Impasse Saint-nicolas","Rue De Chaumont","2.37184","48.8812"
"790","Saint Sébastien","Impasse Saint-sébastien","Impasse Saint-sébastien","2.37093","48.8611"
"791","Sandrié","Impasse Sandrié","Impasse Sandrié","2.32958","48.8717"
"792","Jardins Chaillot","Jardins-chaillot",NULL,"0","0"
"793","De Harlay","Rue De Harlay","Rue Des Arquebusiers","2.3666","48.8598"
"794","Amélie","Passage Amélie",NULL,"0","0"
"795","Basfour","Passage Basfour","Passage Basfour","2.3516","48.8661"
"796","Brady","Passage Brady","Passage Brady","2.35528","48.8711"
"797","Cendrière","Passage Cendrière",NULL,"0","0"
"798","Choiseul","Passage Choiseul","Rue Des Petits-champs","2.33635","48.8669"
"799","Colbert","Passage Colbert","Rue Vivienne","2.33974","48.8684"
"800","Colbert","Passage Colbert","Passage Colbert","2.33925","48.8666"
"801","D' Angoulème","Passage D' Angoulême","Rue Édouard-lockroy","2.37435","48.8661"
"802","D' Encre","Passage D' Encre","Passage De L' Ancre","2.35248","48.8644"
"803","Dauphine","Passage Dauphine","Passage Dauphine","2.33867","48.8549"
"804","De L' Industrie","Passage De L' Industrie","Rue Gustave-goublier","2.35588","48.8709"
"805","De La Madeleine","Passage De La Madeleine","Passage De La Madeleine","2.32379","48.8709"
"806","De La Marmite","Passage De La Marmite",NULL,"0","0"
"807","De La Neuve Saint Denis","Passage De La Rue Neuve-saint-denis","Rue Blondel","2.35304","48.8688"
"808","De La Trinité","Passage De La Trinité","Passage De La Trinité","2.35124","48.8658"
"809","De Venise","Passage De Venise",NULL,"0","0"
"810","Des Beaux Arts","Passage Des Beaux-arts","Rue Des Beaux-arts","2.33566","48.8564"
"811","Des Champs","Passage Des Champs",NULL,"0","0"
"812","Des Douze Maisons","Passage Des Douze-maisons","Avenue Montaigne","2.30611","48.8667"
"813","Du Baromètre","Passage Du Baromètre","Boulevard Des Italiens","2.337","48.8714"
"814","Du Bourg L' Abbé","Passage Du Bourg-l' Abbé","Passage Du Bourg-l' Abbé","2.35056","48.8645"
"815","Du Chant","Passage Du Chant",NULL,"0","0"
"816","Du Désir","Passage Du Désir","Passage Du Désir","2.35638","48.8734"
"817","Du Grand Cerf","Passage Du Grand-cerf","Passage De L' Ancre","2.35248","48.8644"
"818","Et Rotonde Colbert","Passage Et Rotonde Colbert","Rue Vivienne","2.33974","48.8684"
"819","Molière","Passage Molière","Passage Molière","2.35152","48.8623"
"820","Sainte Avoie","Passage Sainte-avoie","Passage Sainte-avoie","2.35613","48.8606"
"821","Saul","Passage Saul",NULL,"0","0"
"822","Sauvage","Passage Sauvage","Rue Clovis-hugues","2.37405","48.8826"
"823","Verdeau","Passage Verdeau","Passage Verdeau","2.34232","48.8735"
"824","Véro Dodat","Passage Véro-dodat","Galerie Véro-dodat","2.34026","48.8627"
"825","Petit Cerreau","Petit-cerreau",NULL,"0","0"
"826","Petite De Reuilly","Petite Rue De Reuilly","Rue Érard","2.3853","48.8458"
"827","Petite Du Bac","Petite Rue Du Bac","Rue Dupin","2.32524","48.8498"
"828","Petite Saint Pierre","Petite Rue Saint-pierre","Rue Saint-sabin","2.36937","48.8579"
"829","Ter Petite Saint Pierrre Amelot","Petite-rue-saint-pierre-amelot","Rue Saint-sabin","2.36937","48.8579"
"830","Petite Saint Pierre Popincourt","Petite-rue-saint-pierre-popincourt","Rue Saint-sabin","2.36937","48.8579"
"833","Belhomme","Place Belhomme","Boulevard Barbès","2.34944","48.8875"
"834","Collégiale","Place Collégiale","Boulevard Saint-marcel","2.3566","48.8383"
"835","Dauphine","Place Dauphine","Place Dauphine","2.34243","48.8565"
"836","De L' Arsenal","Place De L' Arsenal","Rue De L' Arsenal","2.36622","48.8508"
"837","De L' Ecole","Place De L' Ecole","Place De L' École","2.34179","48.8592"
"838","De L' Oratoire","Place De L' Oratoire","Rue De Rivoli","2.35367","48.8569"
"839","Du Pont Louis Philippe","Rue Du Pont-louis-philippe","Rue Du Pont-louis-philippe","2.35583","48.8553"
"840","De La Bourse","Place De La Bourse","Place De La Bourse","2.34139","48.8692"
"841","Des Ormes","Quai Des Ormes","Quai Des Célestins","2.36069","48.8523"
"842","De Laborde","Place De Laborde","Place Henri-bergson","2.3211","48.8761"
"843","Des Italiens","Place Des Italiens","Place Boieldieu","2.33754","48.8708"
"844","Des Victoires","Place Des Victoires","Place Des Victoires","2.34111","48.8658"
"845","Du Louvre","Place Du Louvre","Place Du Louvre","2.3405","48.86"
"846","Du Palais De Justice","Place Du Palais-de-justice",NULL,"0","0"
"847","Jessaint","Place Jessaint","Place De La Chapelle","2.35942","48.8848"
"848","Maubert","Place Maubert","Place Maubert","2.3488","48.8501"
"849","Royale","Place Royale","Place Des Vosges","2.36556","48.8556"
"850","Saint Germain Des Prés","Place Saint-germain-des-prés","Place Saint-germain-des-prés","2.33347","48.8542"
"851","Saint Nicolas","Place Saint-nicolas","Rue De Turbigo","2.35493","48.8652"
"852","Saint Sulpice","Place Saint-sulpice","Place Saint-sulpice","2.33333","48.8508"
"853","Saint Victor","Place Saint-victor","Place Jussieu","2.35478","48.8461"
"854","Vendôme","Place Vendôme","Place Vendôme","2.32944","48.8675"
"855","Poste","Poste",NULL,"0","0"
"856","Près Le Pont De La Concorde","Près Le Pont De La Concorde","Pont De La Concorde","2.31944","48.8633"
"857","De Conti","Quai De Conti","Quai De Conti","2.33816","48.8571"
"858","De Jemmapes","Quai De Jemmapes","Quai De Jemmapes","2.36369","48.8748"
"859","Aux Fleurs","Quai Aux Fleurs","Quai Aux Fleurs","2.35161","48.8542"
"860","Bourbon","Quai Bourbon","Quai De Bourbon","2.35547","48.853"
"861","D' Anjou","Quai D' Anjou","Quai D' Anjou","2.35878","48.8518"
"862","D' Austerlitz","Quai D' Austerlitz","Quai D' Austerlitz","2.36947","48.8407"
"863","D' Orsay","Quai D' Orsay","Quai D' Orsay","2.31","48.8628"
"864","Charlemagne","Rue Charlemagne","Rue Charlemagne","2.35917","48.8544"
"865","De Gèvres","Quai De Gèvres","Quai De Gesvres","2.3491","48.8566"
"866","De L' Horloge","Quai De L' Horloge","Quai De L' Horloge","2.34428","48.8568"
"867","De La Grève","Quai De La Grève","Quai De L' Hôtel De Ville","2.35428","48.8546"
"868","De La Rapée","Quai De La Rapée","Quai De La Rapée","2.37082","48.8431"
"869","De La Tournelle","Quai De La Tournelle","Quai De La Tournelle","2.35374","48.8503"
"870","De Valmy","Quai De Valmy","Quai De Valmy","2.36303","48.8749"
"871","Des Augustins","Quai Des Augustins","Quai Des Grands-augustins","2.34218","48.8548"
"872","Malas","Quai Malaquais","Quai Malaquais","2.3352","48.8578"
"873","Napoléon","Quai Napoléon","Quai Aux Fleurs","2.35161","48.8542"
"874","Pelletier","Quai Pelletier","Quai De Gesvres","2.3491","48.8566"
"875","Saint Michel","Quai Saint-michel","Quai Saint-michel","2.34561","48.8534"
"876","Voltaire","Quai Voltaire","Quai Voltaire","2.33075","48.859"
"877","Quintaine","Quintaine",NULL,"0","0"
"878","Du Contrat Social","Rue Du Contrat-social","Rue Berger","2.34605","48.8614"
"879","Route D' Orléans","Route D' Orléans","Avenue De La Porte-d'orléans","2.32547","48.8212"
"880","Route De Montreuil","Route De Montreuil","Rue D' Avron","2.40179","48.8519"
"881","De Jessaint","Rue De Jessaint","Rue De Jessaint","2.35613","48.885"
"882","De Montreuil","Rue De Montreuil","Rue De Montreuil","2.38949","48.8505"
"883","Du Cloître Saint Benoît","Rue Du Cloître-saint-benoît",NULL,"0","0"
"885","Berthalet","Rue Berthalet","Rue Berthollet","2.34572","48.8387"
"886","D' Anjou Dauphine","Rue D' Anjou-dauphine","Rue De Nesle","2.33917","48.8551"
"887","Bourdon","Rue Bourdon",NULL,"0","0"
"888","De Breteuil","Avenue De Breteuil","Avenue De Breteuil","2.31178","48.8488"
"889","Casto","Rue Casto",NULL,"0","0"
"890","Champs Beausire","Rue Champs-beausire",NULL,"0","0"
"891","Constantine","Rue Constantine","Rue Vercingétorix","2.31263","48.8336"
"892","D' Alibert","Rue D' Alibert","Rue Alibert","2.36754","48.8716"
"893","D' Angoulème","Rue D' Angoulème","Rue La Boétie","2.3123","48.8732"
"894","Mayet","Rue Mayet","Rue Mayet","2.31901","48.8465"
"895","D' Erfurt","Rue D' Erfurt",NULL,"0","0"
"897","De Bercy","Rue De Bercy","Rue De Bercy","2.37703","48.8417"
"898","De Cologne","Rue De Cologne",NULL,"0","0"
"899","De Duras","Rue De Duras","Rue De Duras","2.31787","48.8709"
"900","De Harlay","Rue De Harlay","Rue De Harlay","2.34307","48.8564"
"901","De L' Ert","Rue De L' Ert",NULL,"0","0"
"902","De L' Oratoire Du Louvre","Rue De L' Oratoire-du-louvre","Rue De L' Oratoire","2.34026","48.8616"
"903","De L' Orme","Rue De L' Orme","Rue Jacques-coeur","2.36728","48.8524"
"904","De L' Oseille","Rue De L' Oseille","Rue De Poitou","2.36292","48.8615"
"905","De L' Hôtel De Ville","Rue De L' Hôtel-de-ville","Rue De L' Hôtel De Ville","2.35639","48.8542"
"906","De La Boule Blanche","Rue De La Boule-blanche",NULL,"0","0"
"907","De La Cité","Rue De La Cité","Rue De La Cité","2.34771","48.8546"
"908","De La Coutellerie","Rue De La Coutellerie","Rue De La Coutellerie","2.35054","48.8574"
"910","De La Fontaine","Rue De La Fontaine",NULL,"0","0"
"911","De La Fontaine","Rue De La Fontaine","Rue Jean-de-la-fontaine","2.27144","48.8508"
"912","De La Fontaine Du Moulin","Rue De La Fontaine-du-moulin",NULL,"0","0"
"913","Des Poitevins","Rue Des Poitevins","Rue Des Poitevins","2.3426","48.8525"
"914","De La Nation","Rue De La Nation","Rue De Sofia","2.34826","48.8848"
"915","De La Paix","Rue De La Paix","Rue La Condamine","2.32182","48.8859"
"916","De La Poterie","Rue De La Poterie",NULL,"0","0"
"917","De La Révolte","Rue De La Révolte",NULL,"0","0"
"918","De La Savonnerie","Rue De La Savonnerie","Rue De Rivoli","2.35367","48.8569"
"919","De La Tannerie","Rue De La Tannerie",NULL,"0","0"
"921","De La Vannerie","Rue De La Vannerie","Avenue Victoria","2.34842","48.8575"
"922","Saint Hyacinthe Saint Michel","Rue Saint-hyacinthe-saint-michel","Rue Malebranche","2.34233","48.8464"
"923","Christine","Rue Christine","Rue Christine","2.33997","48.8545"
"924","De L' Écluse","Rue De L' Écluse",,"0","0"
"925","De Lerche","Rue De Lerche",NULL,"0","0"
"926","De Long Champs","Rue De Long-champs","Rue De Longchamp","2.28221","48.8659"
"927","De Mantour","Rue De Mantour","Rue De Courcelles","2.30103","48.8813"
"928","Des Maçons","Rue Des Maçons","Rue Champollion","2.34264","48.8494"
"930","De Monceau","Rue De Monceau","Rue De Monceau","2.31126","48.878"
"931","De Paris","Rue De Paris","Rue De Bagnolet","2.40261","48.8594"
"932","De Paris","Rue De Paris",NULL,"0","0"
"933","De Paris","Rue De Paris","Rue De Belleville","2.39379","48.8753"
"934","De Paris","Rue De Paris","Avenue De La Porte-de-la-chapelle","2.35869","48.8998"
"935","De Querlin","Rue De Querlin",NULL,"0","0"
"936","De Cluny","Rue De Cluny","Rue Victor-cousin","2.34227","48.8476"
"937","Du Montparnasse","Rue Du Montparnasse","Rue Du Montparnasse","2.32661","48.8433"
"939","De Sèvres","Rue De Sèvres","Rue Lecourbe","2.29576","48.8405"
"940","De Valois Du Roule","Rue De Valois-du-roule","Rue De Monceau","2.31126","48.878"
"941","De Vanvres","Rue De Vanvres","Rue Raymond-losserand","2.31417","48.8319"
"942","Delaitre","Rue Delaitre","Rue Delaitre","2.38748","48.8673"
"943","Des Accacias","Rue Des Accacias","Rue D' Orsel","2.34444","48.8839"
"944","Des Arts","Rue Des Arts",NULL,"0","0"
"945","Des Batailles","Rue Des Batailles","Avenue D' Iéna","2.29569","48.8683"
"946","Des Bourguignons","Rue Des Bourguignons","Boulevard De Port-royal","2.34356","48.838"
"947","Des Carrières","Rue Des Carrières","Rue Ganneron","2.32785","48.888"
"948","Des Couronnes","Rue Des Couronnes","Rue Des Couronnes","2.38537","48.8703"
"949","Des Dames","Rue Des Dames","Rue Des Dames","2.3208","48.8836"
"950","D' Ulm","Rue D' Ulm","Rue D' Ulm","2.34472","48.8436"
"951","Des Jardins Saint Paul","Rue Des Jardins-saint-paul","Rue Des Jardins-saint-paul","2.36058","48.8535"
"952","Des Marais","Rue Des Marais",NULL,"0","0"
"953","De La Montagne Sainte Geneviève","Rue De La Montagne-sainte-geneviève","Rue De La Montagne-sainte-geneviève","2.34852","48.8475"
"954","Des Mécaniques","Rue Des Mécaniques","Rue Saint-denis","2.35","48.8642"
"955","Des Mouliers","Rue Des Mouliers",NULL,"0","0"
"956","Des Orties","Rue Des Orties",NULL,"0","0"
"957","Chartière","Rue Chartière",NULL,"0","0"
"958","Des Petits Hôtels","Rue Des Petits-hôtels","Rue Des Petits-hôtels","2.35333","48.8775"
"959","Du Val De Grâce","Rue Du Val-de-grâce","Rue Du Val-de-grâce","2.3393","48.8413"
"960","Des Rigoles","Rue Des Rigoles","Rue Des Rigoles","2.39232","48.8726"
"961","Des Sardines","Rue Des Sardines",NULL,"0","0"
"962","Des Sareines","Rue Des Sareines","Rue Des Sardines","0","0"
"964","Doudeauville","Rue Doudeauville","Rue Doudeauville","2.35406","48.8885"
"965","Des Postes","Rue Des Postes","Rue Lhomond","2.34598","48.8438"
"966","Du Bac D' Asnières","Rue Du Bac-d' Asnières","Rue Léon-cosnard","2.31259","48.8837"
"967","Du Bourg Tibourg","Rue Du Bourg-tibourg","Rue Du Bourg-tibourg","2.35627","48.8575"
"968","Du Cadran","Rue Du Cadran","Rue Léopold-bellan","2.34588","48.8666"
"969","Du Chemin Vert","Rue Du Chemin-vert","Rue Du Chemin-vert","2.37639","48.8596"
"970","Du Delta","Rue Du Delta","Rue Du Delta","2.34817","48.8824"
"971","Du Faubourg Poissonnière","Rue Du Faubourg Poissonnière","Rue Du Faubourg-saint-antoine","2.38155","48.8504"
"972","Carrefour De L' Observatoire","Carrefour De L' Observatoire","Avenue De L' Observatoire","2.33674","48.8403"
"973","Du Panthéon","Place Du Panthéon","Place Du Panthéon","2.34508","48.8464"
"974","Du Foin","Rue Du Foin","Rue Du Foin","2.36519","48.8569"
"975","Du Four Saint Honoré","Rue Du Four-saint-honoré","Rue Vauvilliers","2.3433","48.8617"
"977","Du Parc Royal","Rue Du Parc-royal","Rue Du Parc-royal","2.36333","48.8585"
"978","Du Petit Musc","Rue Du Petit-musc","Rue Du Petit-musc","2.36225","48.8517"
"979","Du Pont De La Réforme","Rue Du Pont-de-la-réforme","Rue Du Pont-louis-philippe","2.35583","48.8553"
"980","Du Rousseau","Rue Du Rousseau","Rue Du Ruisseau","2.34054","48.8942"
"981","Du Théâtre","Rue Du Théâtre","Rue Vandamme","2.32294","48.8395"
"982","Du Vieux Chemin","Rue Du Vieux-chemin","Rue Ravignan","2.33787","48.8855"
"983","Et Hôtel Des Trois Frères","Rue Et Hôtel Des Trois-frères","Rue Des Trois-frères","2.34093","48.8848"
"984","Et Des Prouvaires","Rue Et Passage Des Prouvaires","Rue Des Prouvaires","2.34419","48.8616"
"985","Et De L' Ecole De Médecine","Rue Et Place De L' Ecole-de-médecine","Rue De L' École De Médecine","2.341","48.8509"
"986","Frutier","Rue Frutier","Vermutlich: Rue Feutrier","0","0"
"987","Gît Le Coeur","Rue Gît-le-coeur","Rue Gît Le Coeur","2.34269","48.8538"
"988","Grégoire De Tours","Rue Grégoire-de-tours","Rue Grégoire-de-tours","2.33787","48.8532"
"990","Léonie","Rue Léonie","Rue Des Trois-frères","2.34093","48.8848"
"991","Marbeuf","Rue Marbeuf","Rue Marbeuf","2.30343","48.8685"
"992","Martin","Rue Martin","Rue Caillié","2.36468","48.8853"
"993","Mercière","Rue Mercière","Rue Mercier, Rue De Viarmes","0","0"
"994","De Dunkerque","Rue De Dunkerque","Rue De Dunkerque","2.35155","48.8807"
"995","Molay","Rue Molay","Rue Des Archives","2.3578","48.8609"
"996","Montesquieu","Rue Montesquieu","Rue Montesquieu","2.33883","48.8631"
"997","Myrrha","Rue Myrrha","Rue Myrha","2.35226","48.8869"
"998","Neuve De L' Eglise","Rue Neuve-de-l' Eglise","Rue Jean-bologne","2.2801","48.8571"
"1000","Neuve Saint Paul","Rue Neuve-saint-paul","Rue Charles-v","2.36284","48.8529"
"1001","Oblin","Rue Oblin","Rue De Viarmes","2.34228","48.8628"
"1002","Paradis","Rue Paradis",NULL,"0","0"
"1003","Pavée","Rue Pavée","Rue Pavée","2.36103","48.8565"
"1004","Pichat","Rue Pichat","Rue Bichat","2.36638","48.8729"
"1006","Pinon","Rue Pinon","Rue Rossini","2.33919","48.8731"
"1007","Des Francs Bourgeois","Rue Des Francs-bourgeois","Rue Des Francs-bourgeois","2.36222","48.8571"
"1008","Princesse","Rue Princesse","Rue Princesse","2.33449","48.8523"
"1010","Richard Lenoir","Rue Richard-lenoir","Rue Richard-lenoir","2.38167","48.8557"
"1011","Rousselet Saint Germain","Rue Rousselet-saint-germain","Rue Rousselet","2.31835","48.8489"
"1012","Saint Gilles Au Marais","Rue Saint-gilles-au-marais","Rue Saint-gilles","2.36606","48.8579"
"1014","Saint Hyacinthe Saint Honoré","Rue Saint-hyacinthe-saint-honoré","Rue Saint-hyacinthe","2.33172","48.866"
